kol,Near,Punjabi,15
kOl,Promise,Punjabi,17
Dox,Wash,Punjabi,15
DOx,Neck,Punjabi,17
Gol,Wrestling,Punjabi,15
GOl,Mix,Punjabi,17
Bor,Crumble,Punjabi,15
BOr,Bumble Bee,Punjabi,17
AwigAw,"permission, command, direction",Gurbani,4
AwigAwkwrI,obedient,Gurbani,6
AwieAw,to come (aanaa),Gurbani,4
Awls,"lazy, idle, slow, indolent, slothful, lethargic",Gurbani,2
Awsw,"hope, desire",Gurbani,2
AsQwin,place of; settlement of,Gurbani,4
AwT,eight,Gurbani,2
AwvY,"comes (aanaa, aavnaa - to come)",Gurbani,14
Acrj,"Amazing, astonishing, wonderful, marvellous, strange",Gurbani,1
AGwie,"Quenched, fulfilled, satisfied, contented",Gurbani,4
ADwr,support,Gurbani,2
Agm,incomprehensible (attribute of God); unapproachable,Gurbani,1
Agin,fire,Gurbani,3
AigAwnI,"one without knowledge, illiterate, rustic, ignorant, foolish, thoughtless",Gurbani,6
AhMkwr,"pride, ego",Gurbani,20
Alyp,"clean, pure, untouched, untainted, opposite of ਲੇਪ s  ""layp""",Gurbani,11
Anwid,without the root/soul/vibration;,Gurbani,4
And,"Joy, happy, delight, bliss",Gurbani,1
AMcil,support of a scarf or hem of skirt/dress/shirt or edge of garment,Gurbani,20
AMD,"blind, dark",Gurbani,19
AMdr,"in, within",Gurbani,19
Aink,many (var. anek),Gurbani,3
AMiq,"end, limit",Gurbani,20
AMqr,"within, in (MP - vich)",Gurbani,19
AMqrjwmI,"Knower of deepest thoughts (God), Inner Guide, Inner knower, searcher of hearts (Antar-inner Jaami-knower)",Gurbani,20
ApiV,"Reach, equal, compare, approach",Gurbani,3
AprwD,"Sin, blemish, fault, crime, offence, transgression.",Gurbani,2
AprwDI,"sinner, guilty",Gurbani,6
Ardwis,"prayer, supplication",Gurbani,4
Aiq,very,Gurbani,3
Atl,eternal,Gurbani,1
Avgn,"sin, weakness",Gurbani,1
bwhir,"outside, besides",Gurbani,4
bWCih,to ask; to desire;,Gurbani,22
bwix,"1. Gurbani, Hymn, Sound, 2. arrow 3. morning",Gurbani,4
bwxI,"speech, Word, Holy word, Science of sacred vibration",Gurbani,6
bwirk,child,Gurbani,4
